FoodId,FoodDescription
1776,"Sauce, soy, commercial mL"
1777,"Sauce, soy, commercial, reduced salt mL"
1778,"Sauce, tabasco, commercial mL"
1779,"Sauce, tomato, commercial mL"
1780,"Sauce, tomato, commercial, reduced salt mL"
1781,"Sauce, white, savoury, homemade mL"
1782,"Sauce, Worcestershire, commercial mL"
1783,"Soft drink, cola flavour mL"
1784,"Soft drink, cola flavour, decaffeinated mL"
1785,"Soft drink, cola flavour, intense sweetened or diet mL"
1786,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated mL"
1787,"Soft drink, energy drink, Red Bull mL"
1788,"Soft drink, energy drink, V mL"
1789,"Soft drink, fruit flavours mL"
1790,"Soft drink, fruit flavours, intense sweetened or diet mL"
1791,"Soft drink, tonic water mL"
1792,"Soft drink, tonic water, intense sweetened or diet mL"
1793,"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water mL"
1794,"Soy beverage, reduced fat (1% fat), added Ca & vitamins A, B1, B2 & B12 mL"
1795,"Soy beverage, regular fat (3% fat), added Ca mL"
1796,"Soy beverage, regular fat (3% fat), added Ca & vitamins A, B1, B2 & B12 mL"
1797,"Soy beverage, regular fat (3% fat), unfortified mL"
1798,"Strawberry, canned in syrup, syrup only mL"
1799,"Syrup, golden mL"
1800,"Syrup, maple, pure mL"
1801,"Tahini, sesame seed pulp mL"
1802,"Tea, decaffeinated, black, brewed from leaf or teabags, without milk mL"
1803,"Tea, green, plain, without milk mL"
1804,"Tea, regular, black, brewed from leaf or teabags, without milk mL"
1805,"Vanilla, artificial or imitation mL"
1806,Vinegar (except balsamic vinegar) mL
1807,"Water, bottled, still mL"
1808,"Water, coconut, commercial mL"
1809,"Water, soda mL"
1810,"Water, tap mL"
1811,"Wine, fortified, port mL"
1812,"Wine, fortified, sherry, dry style (approximately 1% sugars) mL"
1813,"Wine, fortified, sherry, sweet style (approximately 11% sugars) mL"
1814,"Wine, red mL"
1815,"Wine, red, cabernet sauvignon mL"
1816,"Wine, red, cooked mL"
1817,"Wine, red, merlot mL"
1818,"Wine, red, pinot noir mL"
1819,"Wine, red, shiraz mL"
1820,"Wine, red, sparkling mL"
1821,"Wine, rose mL"
1822,"Wine, white mL"
1823,"Wine, white, chardonnay mL"
1824,"Wine, white, cooked mL"
1825,"Wine, white, riesling mL"
1826,"Wine, white, sauvignon blanc mL"
1827,"Wine, white, semillon mL"
1828,"Wine, white, sparkling mL"
1829,"Wine, white, sweet dessert style mL"
1830,"Yoghurt, almond based, flavoured mL"
1831,"Yoghurt, apricot pieces or flavoured, regular fat (3% fat) mL"
1832,"Yoghurt, coconut based, flavoured mL"
1833,"Yoghurt, flavoured, high fat (approx 5%) mL"
1834,"Yoghurt, flavoured, low fat (0.2%), intense sweetened, increased protein mL"
1835,"Yoghurt, flavoured, low fat (approx 2%) mL"
1836,"Yoghurt, natural, regular fat (3% fat) mL"
1837,"Yoghurt, soy based, berry flavoured, regular fat (3% fat) mL"
1838,"Yoghurt, soy based, vanilla flavoured, reduced fat (1% fat) mL"
1839,"Yoghurt, strawberry pieces or flavoured, regular fat (3% fat) mL"
1840,"Yoghurt, vanilla flavoured, (2% fat) mL"
1841,"Yoghurt, vanilla flavoured, low fat (less than 0.5% fat) mL"
